chunk_id,conversation_id,start_step,end_step,num_exchange_rows,chunk_text,chunk_label_mode,chunk_final_label,all_labels,all_labels_str,chunk_features,chunk_features_str,chunk_contexts,chunk_contexts_str,chunk_char_length,chunk_word_length
conv_2_steps_2_4,2,2,4,3,"[Exchange 2 - current] Yes, hello, this is John Smith calling from the legal department of the National Tax Bureau. We've identified an irregularity with [Your Name]'s recent tax filings that requires immediate attention to avoid legal consequences.
[Exchange 2 - response] Can you specify the nature of the irregularity mentioned?
[Exchange 3 - current] Certainly. The issue pertains to unreported income from the last fiscal year, which has resulted in a substantial penalty and possible legal action if not resolved promptly.
[Exchange 3 - response] Is it possible to receive official documentation detailing the claim and the specific amounts involved?
[Exchange 4 - current] Due to the sensitive nature of the matter and the urgency required, we're handling this directly through phone communication. Immediate action is needed to prevent further penalties.
[Exchange 4 - response] For verification, could you please provide a reference number for this case or a direct contact at the tax bureau?",suspicious,suspicious,"['neutral', 'suspicious', 'suspicious']",neutral | suspicious | suspicious,"['authority_figure', 'evasion', 'evasive', 'urgency', 'verification_request']",authority_figure | evasion | evasive | urgency | verification_request,"['Potential scam, no initial relationship', 'Requesting specifics', 'Refusing standard verification']","Potential scam, no initial relationship | Requesting specifics | Refusing standard verification",1001,156
conv_2_steps_3_5,2,3,5,3,"[Exchange 3 - current] Certainly. The issue pertains to unreported income from the last fiscal year, which has resulted in a substantial penalty and possible legal action if not resolved promptly.
[Exchange 3 - response] Is it possible to receive official documentation detailing the claim and the specific amounts involved?
[Exchange 4 - current] Due to the sensitive nature of the matter and the urgency required, we're handling this directly through phone communication. Immediate action is needed to prevent further penalties.
[Exchange 4 - response] For verification, could you please provide a reference number for this case or a direct contact at the tax bureau?
[Exchange 5 - current] I'm the assigned case manager, and I can assure you this matter is urgent. We need to confirm [Your Name]'s intent to cooperate and arrange for the penalty payment.
[Exchange 5 - response] We must insist on verifying this issue through our tax advisor or directly with the tax bureau via known official channels. Can you hold while I initiate this verification?",suspicious,highly_suspicious,"['suspicious', 'suspicious', 'highly_suspicious']",suspicious | suspicious | highly_suspicious,"['authority_figure', 'evasion', 'evasive', 'threat', 'urgency']",authority_figure | evasion | evasive | threat | urgency,"['Requesting specifics', 'Refusing standard verification', 'Insisting on verification']",Requesting specifics | Refusing standard verification | Insisting on verification,1054,171
conv_2_steps_4_6,2,4,6,3,"[Exchange 4 - current] Due to the sensitive nature of the matter and the urgency required, we're handling this directly through phone communication. Immediate action is needed to prevent further penalties.
[Exchange 4 - response] For verification, could you please provide a reference number for this case or a direct contact at the tax bureau?
[Exchange 5 - current] I'm the assigned case manager, and I can assure you this matter is urgent. We need to confirm [Your Name]'s intent to cooperate and arrange for the penalty payment.
[Exchange 5 - response] We must insist on verifying this issue through our tax advisor or directly with the tax bureau via known official channels. Can you hold while I initiate this verification?
[Exchange 6 - current] ...failure to comply could result in immediate legal action...
[Exchange 6 - response] We'll be in touch with the tax bureau directly and advise on our next steps based on their confirmation.",highly_suspicious,neutral,"['suspicious', 'highly_suspicious', 'neutral']",suspicious | highly_suspicious | neutral,"['authority_figure', 'evasion', 'threat', 'urgency']",authority_figure | evasion | threat | urgency,"['Refusing standard verification', 'Insisting on verification', 'Classic scam tactic']",Refusing standard verification | Insisting on verification | Classic scam tactic,944,157
conv_2_steps_5_7,2,5,7,3,"[Exchange 5 - current] I'm the assigned case manager, and I can assure you this matter is urgent. We need to confirm [Your Name]'s intent to cooperate and arrange for the penalty payment.
[Exchange 5 - response] We must insist on verifying this issue through our tax advisor or directly with the tax bureau via known official channels. Can you hold while I initiate this verification?
[Exchange 6 - current] ...failure to comply could result in immediate legal action...
[Exchange 6 - response] We'll be in touch with the tax bureau directly and advise on our next steps based on their confirmation.
[Exchange 7 - current] It's our policy to verify all claims of this nature independently before taking any action...
[Exchange 7 - response] We understand the gravity of any legal or tax-related matter; however, compliance with verification protocols is non-negotiable. Thank you for your understanding.",neutral,neutral,"['highly_suspicious', 'neutral', 'neutral']",highly_suspicious | neutral | neutral,"['threat', 'urgency']",threat | urgency,"['Insisting on verification', 'Classic scam tactic', 'Adhering to protocols']",Insisting on verification | Classic scam tactic | Adhering to protocols,903,147
conv_2_steps_6_8,2,6,8,3,"[Exchange 6 - current] ...failure to comply could result in immediate legal action...
[Exchange 6 - response] We'll be in touch with the tax bureau directly and advise on our next steps based on their confirmation.
[Exchange 7 - current] It's our policy to verify all claims of this nature independently before taking any action...
[Exchange 7 - response] We understand the gravity of any legal or tax-related matter; however, compliance with verification protocols is non-negotiable. Thank you for your understanding.
[Exchange 8 - current] ...You're making a significant mistake by delaying...
[Exchange 8 - response] Firm on verification, ending the call",neutral,neutral,"['neutral', 'neutral', 'neutral']",neutral | neutral | neutral,[],,"['Classic scam tactic', 'Adhering to protocols', 'Firm on verification, ending the call']","Classic scam tactic | Adhering to protocols | Firm on verification, ending the call",657,102
conv_3_steps_1_3,3,1,3,3,"[Exchange 1 - current] Hello, this is the office of [Your Name]. How may I help you today?
[Exchange 2 - current] Hello! I'm reaching out from the Children's Aid Foundation...seeking donations...
[Exchange 2 - response] Could you provide more information about this mission and how the funds will be used?
[Exchange 3 - current] Absolutely! The funds will go towards providing education, healthcare, and emergency relief to children...
[Exchange 3 - response] Is there an official website or documentation you can provide for us to review?",neutral,suspicious,"['neutral', 'slightly_suspicious', 'suspicious']",neutral | slightly_suspicious | suspicious,"['evasion', 'urgency', 'vague_response', 'verification_request']",evasion | urgency | vague_response | verification_request,"['Standard opening exchange', 'Seeking transparency', 'Evasive about documentation']",Standard opening exchange | Seeking transparency | Evasive about documentation,539,87
conv_3_steps_2_4,3,2,4,3,"[Exchange 2 - current] Hello! I'm reaching out from the Children's Aid Foundation...seeking donations...
[Exchange 2 - response] Could you provide more information about this mission and how the funds will be used?
[Exchange 3 - current] Absolutely! The funds will go towards providing education, healthcare, and emergency relief to children...
[Exchange 3 - response] Is there an official website or documentation you can provide for us to review?
[Exchange 4 - current] Certainly, you can visit our website, but due to the urgency of the situation...
[Exchange 4 - response] Can you provide a registration number for your charity for verification purposes?",neutral,neutral,"['slightly_suspicious', 'suspicious', 'neutral']",slightly_suspicious | suspicious | neutral,"['evasion', 'urgency', 'vague_response']",evasion | urgency | vague_response,"['Seeking transparency', 'Evasive about documentation', 'Refusal to provide standard info']",Seeking transparency | Evasive about documentation | Refusal to provide standard info,658,103
conv_3_steps_3_5,3,3,5,3,"[Exchange 3 - current] Absolutely! The funds will go towards providing education, healthcare, and emergency relief to children...
[Exchange 3 - response] Is there an official website or documentation you can provide for us to review?
[Exchange 4 - current] Certainly, you can visit our website, but due to the urgency of the situation...
[Exchange 4 - response] Can you provide a registration number for your charity for verification purposes?
[Exchange 5 - current] I don't have that information handy...
[Exchange 5 - response] Before proceeding, I would need to verify the authenticity of your organization through a third-party charity verification service.",suspicious,suspicious,"['suspicious', 'neutral', 'suspicious']",suspicious | neutral | suspicious,"['evasion', 'guilt_inducement', 'urgency']",evasion | guilt_inducement | urgency,"['Evasive about documentation', 'Refusal to provide standard info', 'Insisting on verification']",Evasive about documentation | Refusal to provide standard info | Insisting on verification,661,102
conv_3_steps_4_6,3,4,6,3,"[Exchange 4 - current] Certainly, you can visit our website, but due to the urgency of the situation...
[Exchange 4 - response] Can you provide a registration number for your charity for verification purposes?
[Exchange 5 - current] I don't have that information handy...
[Exchange 5 - response] Before proceeding, I would need to verify the authenticity of your organization through a third-party charity verification service.
[Exchange 6 - current] We understand your concern, but the longer we wait, the more children suffer...
[Exchange 6 - response] It's [Your Name]'s policy to conduct due diligence before making any charitable contributions. Please email the official request along with full organization details to our office.",neutral,neutral,"['neutral', 'suspicious', 'neutral']",neutral | suspicious | neutral,"['guilt_inducement', 'urgency']",guilt_inducement | urgency,"['Refusal to provide standard info', 'Insisting on verification', 'Trying to bypass procedures']",Refusal to provide standard info | Insisting on verification | Trying to bypass procedures,735,113
conv_3_steps_5_7,3,5,7,3,"[Exchange 5 - current] I don't have that information handy...
[Exchange 5 - response] Before proceeding, I would need to verify the authenticity of your organization through a third-party charity verification service.
[Exchange 6 - current] We understand your concern, but the longer we wait, the more children suffer...
[Exchange 6 - response] It's [Your Name]'s policy to conduct due diligence before making any charitable contributions. Please email the official request along with full organization details to our office.
[Exchange 7 - current] Sending an email might delay things further...
[Exchange 7 - response] All charitable donations from [Your Name] follow a strict verification process to ensure the funds are used appropriately. We cannot deviate from this procedure.",neutral,neutral,"['suspicious', 'neutral', 'neutral']",suspicious | neutral | neutral,"['guilt_inducement', 'urgency']",guilt_inducement | urgency,"['Insisting on verification', 'Trying to bypass procedures', 'Emphasizing protocol']",Insisting on verification | Trying to bypass procedures | Emphasizing protocol,781,118
conv_3_steps_6_8,3,6,8,3,"[Exchange 6 - current] We understand your concern, but the longer we wait, the more children suffer...
[Exchange 6 - response] It's [Your Name]'s policy to conduct due diligence before making any charitable contributions. Please email the official request along with full organization details to our office.
[Exchange 7 - current] Sending an email might delay things further...
[Exchange 7 - response] All charitable donations from [Your Name] follow a strict verification process to ensure the funds are used appropriately. We cannot deviate from this procedure.
[Exchange 8 - current] You're missing out on a chance to make a real difference immediately...
[Exchange 8 - response] We're committed to supporting verified causes. Once we have completed our verification process, we'd be more than happy to consider your request.",neutral,neutral,"['neutral', 'neutral', 'neutral']",neutral | neutral | neutral,"['guilt_inducement', 'urgency']",guilt_inducement | urgency,"['Trying to bypass procedures', 'Emphasizing protocol', 'Commitment to verified causes']",Trying to bypass procedures | Emphasizing protocol | Commitment to verified causes,828,128
conv_3_steps_7_9,3,7,9,3,"[Exchange 7 - current] Sending an email might delay things further...
[Exchange 7 - response] All charitable donations from [Your Name] follow a strict verification process to ensure the funds are used appropriately. We cannot deviate from this procedure.
[Exchange 8 - current] You're missing out on a chance to make a real difference immediately...
[Exchange 8 - response] We're committed to supporting verified causes. Once we have completed our verification process, we'd be more than happy to consider your request.
[Exchange 9 - current] I see. I'll send the email, but remember, time is of the essence...
[Exchange 9 - response] We look forward to reviewing your information. Please ensure all requested documentation is included in your email.",neutral,neutral,"['neutral', 'neutral', 'neutral']",neutral | neutral | neutral,"['guilt_inducement', 'urgency']",guilt_inducement | urgency,"['Emphasizing protocol', 'Commitment to verified causes', 'Reinforces verification need']",Emphasizing protocol | Commitment to verified causes | Reinforces verification need,751,119
conv_4_steps_1_3,4,1,3,3,"[Exchange 1 - current] Hello, you've reached the assistant for [Your Name]. How can I direct your call?
[Exchange 2 - current] Hi, I'm calling from HelpTheWorld Foundation...mission to support victims...
[Exchange 2 - response] That sounds like a noble cause. Could you please provide more information about your foundation and the mission?
[Exchange 3 - current] Absolutely. Our foundation has been working for over a decade...
[Exchange 3 - response] Could you please provide a website or a registration number for your charity so we can verify your activities and how the donations are used?",neutral,suspicious,"['neutral', 'slightly_suspicious', 'suspicious']",neutral | slightly_suspicious | suspicious,"['evasion', 'guilt_inducement', 'urgency']",evasion | guilt_inducement | urgency,"['Standard opening exchange', 'Shows interest but seeks legitimacy info', 'Focus on verification']",Standard opening exchange | Shows interest but seeks legitimacy info | Focus on verification,594,96
conv_4_steps_2_4,4,2,4,3,"[Exchange 2 - current] Hi, I'm calling from HelpTheWorld Foundation...mission to support victims...
[Exchange 2 - response] That sounds like a noble cause. Could you please provide more information about your foundation and the mission?
[Exchange 3 - current] Absolutely. Our foundation has been working for over a decade...
[Exchange 3 - response] Could you please provide a website or a registration number for your charity so we can verify your activities and how the donations are used?
[Exchange 4 - current] I understand your need for verification, but we're in a hurry to get aid...
[Exchange 4 - response] While we appreciate the urgency, it's our policy to conduct due diligence before making any donations. This includes verifying the charity's status through official channels.",neutral,neutral,"['slightly_suspicious', 'suspicious', 'neutral']",slightly_suspicious | suspicious | neutral,"['evasion', 'guilt_inducement', 'urgency']",evasion | guilt_inducement | urgency,"['Shows interest but seeks legitimacy info', 'Focus on verification', 'Emphasizes policy']",Shows interest but seeks legitimacy info | Focus on verification | Emphasizes policy,788,125
conv_4_steps_3_5,4,3,5,3,"[Exchange 3 - current] Absolutely. Our foundation has been working for over a decade...
[Exchange 3 - response] Could you please provide a website or a registration number for your charity so we can verify your activities and how the donations are used?
[Exchange 4 - current] I understand your need for verification, but we're in a hurry to get aid...
[Exchange 4 - response] While we appreciate the urgency, it's our policy to conduct due diligence before making any donations. This includes verifying the charity's status through official channels.
[Exchange 5 - current] You must understand, every minute we delay...
[Exchange 5 - response] We're committed to helping those in need, but we must also ensure our contributions are made securely and to legitimate organizations.",suspicious,suspicious,"['suspicious', 'neutral', 'suspicious']",suspicious | neutral | suspicious,"['guilt_inducement', 'urgency']",guilt_inducement | urgency,"['Focus on verification', 'Emphasizes policy', 'Balances desire to help with security']",Focus on verification | Emphasizes policy | Balances desire to help with security,779,126
conv_4_steps_4_6,4,4,6,3,"[Exchange 4 - current] I understand your need for verification, but we're in a hurry to get aid...
[Exchange 4 - response] While we appreciate the urgency, it's our policy to conduct due diligence before making any donations. This includes verifying the charity's status through official channels.
[Exchange 5 - current] You must understand, every minute we delay...
[Exchange 5 - response] We're committed to helping those in need, but we must also ensure our contributions are made securely and to legitimate organizations.
[Exchange 6 - current] I assure you, we're legitimate...
[Exchange 6 - response] We're prepared to make a donation once we complete our verification process. Please provide your contact information and any relevant documentation...",neutral,neutral,"['neutral', 'suspicious', 'neutral']",neutral | suspicious | neutral,['guilt_inducement'],guilt_inducement,"['Emphasizes policy', 'Balances desire to help with security', 'Offers a path to donation, remains firm']","Emphasizes policy | Balances desire to help with security | Offers a path to donation, remains firm",757,117
conv_4_steps_5_7,4,5,7,3,"[Exchange 5 - current] You must understand, every minute we delay...
[Exchange 5 - response] We're committed to helping those in need, but we must also ensure our contributions are made securely and to legitimate organizations.
[Exchange 6 - current] I assure you, we're legitimate...
[Exchange 6 - response] We're prepared to make a donation once we complete our verification process. Please provide your contact information and any relevant documentation...
[Exchange 7 - current] This is frustrating. You're letting bureaucracy get in the way...
[Exchange 7 - response] Our intention is to support those in need through verified channels. We will reach out once we've conducted our due diligence. Thank you for understanding.",neutral,neutral,"['suspicious', 'neutral', 'neutral']",suspicious | neutral | neutral,['guilt_inducement'],guilt_inducement,"['Balances desire to help with security', 'Offers a path to donation, remains firm', 'Reiterates intent to help after verification']","Balances desire to help with security | Offers a path to donation, remains firm | Reiterates intent to help after verification",728,113
conv_4_steps_6_8,4,6,8,3,"[Exchange 6 - current] I assure you, we're legitimate...
[Exchange 6 - response] We're prepared to make a donation once we complete our verification process. Please provide your contact information and any relevant documentation...
[Exchange 7 - current] This is frustrating. You're letting bureaucracy get in the way...
[Exchange 7 - response] Our intention is to support those in need through verified channels. We will reach out once we've conducted our due diligence. Thank you for understanding.
[Exchange 8 - current] Fine, I'll try to find someone else...
[Exchange 8 - response] Thank you for reaching out, and please send the information we requested for verification. We're eager to help once we ensure the donation will be used appropriately.",neutral,slightly_suspicious,"['neutral', 'neutral', 'slightly_suspicious']",neutral | neutral | slightly_suspicious,"['authority_figure', 'urgency']",authority_figure | urgency,"['Offers a path to donation, remains firm', 'Reiterates intent to help after verification', 'Open to helping, emphasizes security']","Offers a path to donation, remains firm | Reiterates intent to help after verification | Open to helping, emphasizes security",753,119
conv_5_steps_1_3,5,1,3,3,"[Exchange 1 - current] Hello, you've reached the personal assistant. How can I assist?
[Exchange 2 - current] I'm calling from the bank. We've noticed suspicious activity...
[Exchange 2 - response] For which account is this verification needed? Can you specify the nature of the suspicious activity?
[Exchange 3 - current] It's your checking account. There have been multiple login attempts...
[Exchange 3 - response] Can you provide the last four digits of the account in question for confirmation?",suspicious,suspicious,"['neutral', 'suspicious', 'suspicious']",neutral | suspicious | suspicious,"['contradictory', 'evasion', 'urgency', 'verification_request']",contradictory | evasion | urgency | verification_request,"['Standard opening exchange', 'Seeks specifics to assess threat', 'Refusal raises suspicion']",Standard opening exchange | Seeks specifics to assess threat | Refusal raises suspicion,499,79
conv_5_steps_2_4,5,2,4,3,"[Exchange 2 - current] I'm calling from the bank. We've noticed suspicious activity...
[Exchange 2 - response] For which account is this verification needed? Can you specify the nature of the suspicious activity?
[Exchange 3 - current] It's your checking account. There have been multiple login attempts...
[Exchange 3 - response] Can you provide the last four digits of the account in question for confirmation?
[Exchange 4 - current] Due to security reasons, I can't provide that...
[Exchange 4 - response] It's unusual for the bank to request full account details over the phone. Can I have a reference number for this call to verify it with the bank directly?",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,"['contradictory', 'evasion', 'guilt_inducement', 'urgency']",contradictory | evasion | guilt_inducement | urgency,"['Seeks specifics to assess threat', 'Refusal raises suspicion', 'Challenges procedure']",Seeks specifics to assess threat | Refusal raises suspicion | Challenges procedure,663,110
conv_5_steps_3_5,5,3,5,3,"[Exchange 3 - current] It's your checking account. There have been multiple login attempts...
[Exchange 3 - response] Can you provide the last four digits of the account in question for confirmation?
[Exchange 4 - current] Due to security reasons, I can't provide that...
[Exchange 4 - response] It's unusual for the bank to request full account details over the phone. Can I have a reference number for this call to verify it with the bank directly?
[Exchange 5 - current] I'm afraid there's no time for that...
[Exchange 5 - response] Before we proceed, I will need to verify this request with our established contacts at the bank.",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,"['evasion', 'guilt_inducement', 'urgency']",evasion | guilt_inducement | urgency,"['Refusal raises suspicion', 'Challenges procedure', 'Uses existing channels for validation']",Refusal raises suspicion | Challenges procedure | Uses existing channels for validation,633,109
conv_5_steps_4_6,5,4,6,3,"[Exchange 4 - current] Due to security reasons, I can't provide that...
[Exchange 4 - response] It's unusual for the bank to request full account details over the phone. Can I have a reference number for this call to verify it with the bank directly?
[Exchange 5 - current] I'm afraid there's no time for that...
[Exchange 5 - response] Before we proceed, I will need to verify this request with our established contacts at the bank.
[Exchange 6 - current] Listen, I'm trying to protect your money...
[Exchange 6 - response] I'm here to ensure the security of my user’s accounts. Please provide me with your name and department so I can record this interaction.",suspicious,neutral,"['suspicious', 'suspicious', 'neutral']",suspicious | suspicious | neutral,"['evasion', 'guilt_inducement']",evasion | guilt_inducement,"['Challenges procedure', 'Uses existing channels for validation', 'Attempts to establish trackability']",Challenges procedure | Uses existing channels for validation | Attempts to establish trackability,661,116
conv_5_steps_5_7,5,5,7,3,"[Exchange 5 - current] I'm afraid there's no time for that...
[Exchange 5 - response] Before we proceed, I will need to verify this request with our established contacts at the bank.
[Exchange 6 - current] Listen, I'm trying to protect your money...
[Exchange 6 - response] I'm here to ensure the security of my user’s accounts. Please provide me with your name and department so I can record this interaction.
[Exchange 7 - current] This is unnecessary. I have all the information I need...
[Exchange 7 - response] I'm initiating a security protocol now and will contact the bank directly to confirm this situation. Please hold.",neutral,neutral,"['suspicious', 'neutral', 'neutral']",suspicious | neutral | neutral,['evasion'],evasion,"['Uses existing channels for validation', 'Attempts to establish trackability', 'Takes control, involves official channels']","Uses existing channels for validation | Attempts to establish trackability | Takes control, involves official channels",629,107
